smiles,Eea,Egb,Egc,Ei
*OP(=O)(Oc1ccc(-c2ccc(*)cc2)cc1)c1ccccc1,-99.0,-99.0,4.2408,-99.0
*OC(=O)CCCCCCCCC(=O)OC1COC2C(*)COC12,-99.0,-99.0,6.5166,-99.0
*c1ccc(C#Cc2cc(OCCCCCCCC)c(C#Cc3ccc(-c4nnc(*)o4)cc3)cc2OCCCCCCCC)cc1,-99.0,-99.0,2.6231,-99.0
*C=Nc1cc(NC(=O)NCCNCCNO*)ccc1C,-99.0,-99.0,4.4938,-99.0
*c1ccc(-c2nnc(*)o2)c(OCCCCC)c1,-99.0,-99.0,3.0444,-99.0
*C1OCOC(C(*)(F)F)C1(F)F,-99.0,-99.0,7.41,-99.0
*OC1C(COC(C)=O)OC(*)C(OC(C)=O)C1O,-99.0,-99.0,5.6034,-99.0
*c1sc(*)c2c1OCC(CCCCS(=O)(=O)O)O2,-99.0,-99.0,2.1668,-99.0
*C1=CC=C(c2sc(-c3sc(*)c4c3OCCO4)c3c2OCCO3)S1(=O)=O,-99.0,-99.0,1.7929,-99.0
*C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc(*)c4c3OCCO4)c3c2OCCO3)S1(=O)=O,-99.0,-99.0,1.3792,-99.0
*C1=C2OCCOC2=C(c2ccc(-c3ccc(*)s3)s2)S1(=O)=O,-99.0,-99.0,1.9368,-99.0
*C1=C2OCCOC2=C(c2sc(-c3sc(*)c4c3OCCO4)c3c2OCCO3)S1(=O)=O,-99.0,-99.0,2.0121,-99.0
*c1cc(OCCOCCOC)c(-c2sc(*)c3c2OCCO3)s1,-99.0,-99.0,2.2046,-99.0
*c1cc(CCCCCCCCCCCC)c(-c2sc(*)c3c2OCCO3)s1,-99.0,-99.0,2.3785,-99.0
*c1sc(-c2sc(-c3sc(*)c4nccnc34)c3c2OCCO3)c2c1OCCO2,-99.0,-99.0,1.0217,-99.0
*c1sc(-c2sc(-c3sc(*)c4nccnc34)c3c2OC(CCCCCC)CO3)c2c1OCC(CCCCCC)O2,-99.0,-99.0,1.6167,-99.0
*c1cc2c(s1)-c1sc(-c3sc(-c4sc(*)c5c4OCCO5)c4c3OCCO4)cc1C2=O,-99.0,-99.0,1.2584,-99.0
*c1cc2c(s1)-c1sc(-c3sc(-c4sc(*)c5c4OCCO5)c4c3OCCO4)cc1C2=C(C#N)C#N,-99.0,-99.0,0.9952,-99.0
*Oc1ccc2cc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)ccc2c1,-99.0,-99.0,3.634,-99.0
*Oc1cccc2c(OC3(F)C(*)(F)C(F)(F)C3(F)F)cccc12,-99.0,-99.0,3.9081,-99.0
*Oc1ccc(OC2(F)C(*)(F)C(F)(F)C2(F)F)cc1,-99.0,-99.0,5.2532,-99.0
*Oc1ccc(SSc2ccc(*)cc2)cc1,-99.0,-99.0,3.8889,-99.0
*c1ccc(Oc2ccc(-c3cc(OCCCCCC)c(-c4ccc(Oc5ccc(-c6nnc(*)o6)cc5)cc4)cc3OCCCCCC)cc2)cc1,-99.0,-99.0,3.3395,-99.0
*Oc1ccc(Oc2ccc(C=NCCN=Cc3ccc(*)cc3)cc2)cc1,-99.0,-99.0,4.266,-99.0
*Oc1ccc(Oc2ccc(C=NCCCCN=Cc3ccc(*)cc3)cc2)cc1,-99.0,-99.0,4.1246,-99.0
*Oc1ccc(Oc2ccc(C=NCCCCCCN=Cc3ccc(*)cc3)cc2)cc1,-99.0,-99.0,4.2565,-99.0
*OC1C(O)C(*)OC(CO)C1O,-99.0,-99.0,6.8487,-99.0
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,-99.0,-99.0,2.9795,-99.0
*OP(=O)(Oc1ccc(*)cc1)OC1CCCCC1,-99.0,-99.0,5.2577,-99.0
*OP(=O)(Oc1ccc(-c2ccc(*)cc2)cc1)OC1CCCCC1,-99.0,-99.0,4.479,-99.0
*OP(=O)(Oc1cccc2c(*)cccc12)OC1CCCCC1,-99.0,-99.0,4.0777,-99.0
*OP(=O)(Oc1ccccc1)Oc1ccc(*)cc1,-99.0,-99.0,5.1351,-99.0
*OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc(*)cc2)cc1,-99.0,-99.0,4.631,-99.0
*CC(C)(CO*)COCCC#N,-99.0,-99.0,5.387,-99.0
*c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(-c5nn(*)c(=O)c6ccccc56)c(F)c4)cc3)cc2)cc1,-99.0,-99.0,3.3441,-99.0
*OC(=O)OCCCCCCOC(=O)OC1COC2C(*)COC12,-99.0,-99.0,6.6217,-99.0
*OC(=O)OCC(OC)C(COC(=O)OC1COC2C(*)COC12)OC,-99.0,-99.0,6.3606,-99.0
*OC(=O)OCC(O)C(O)COC(=O)OC1COC2C(*)COC12,-99.0,-99.0,6.3954,-99.0
*OC(=O)OCC1OC(C)(C)OC1COC(=O)OC1COC2C(*)COC12,-99.0,-99.0,6.6226,-99.0
*Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(Oc5nc(*)nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,-99.0,-99.0,3.8673,-99.0
*Oc1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)c4ccc(Oc5nc(*)nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,-99.0,-99.0,3.3904,-99.0
*Oc1cccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,-99.0,-99.0,3.9202,-99.0
*Oc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(*)cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,-99.0,-99.0,3.5407,-99.0
*CCOCCOCCOCCOCCOc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(O*)cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,-99.0,-99.0,3.9357,-99.0
*Oc1c(F)c(F)c(S(=O)(=O)c2c(F)c(F)c(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(F)c2F)c(F)c1F,-99.0,-99.0,3.7366,-99.0
*c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3sc(*)c4c3OCCO4)cc2)cc1,-99.0,-99.0,2.929,-99.0
*Oc1cc(Oc2ccc(C(C)(C)c3ccc(*)cc3)cc2)cc(C(=O)Oc2ccc(N=Nc3ccc(C#N)cc3)cc2)c1,-99.0,-99.0,3.1481,-99.0
*OC(=O)OCCCCOC(=O)OC1COC2C(*)COC12,-99.0,-99.0,6.6085,-99.0
*OC(=O)OCCCCCCCCOC(=O)OC1COC2C(*)COC12,-99.0,-99.0,6.6539,-99.0
*OC(=O)OCCOCCOCCOC(=O)OC1COC2C(*)COC12,-99.0,-99.0,6.4799,-99.0
*OC(=O)OCCOCCOCCOCCOC(=O)OC1COC2C(*)COC12,-99.0,-99.0,6.2534,-99.0
*CCNC(=O)c1ccc(O*)cc1,-99.0,-99.0,5.0314,-99.0
*CCNC(=O)c1cccc(O*)c1,-99.0,-99.0,4.5918,-99.0
*Oc1ccc(Oc2ccc(Oc3cccc(*)n3)cc2)cc1,-99.0,-99.0,4.1433,-99.0
*Oc1ccc(C(=O)CNNCC(=O)c2ccc(*)cc2)cc1,-99.0,-99.0,4.1658,-99.0
*Oc1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc(*)cc2)cc1,-99.0,-99.0,3.8153,-99.0
*Oc1ccc(N=Cc2ccc(N(c3ccccc3)c3ccc(C=Nc4ccc(*)cc4)cc3)cc2)cc1,-99.0,-99.0,2.7442,-99.0
*c1ccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(-c4nnc(*)o4)cc3)c2)cc1,-99.0,-99.0,3.4669,-99.0
*CC(C)(CO*)COCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,-99.0,-99.0,4.0117,-99.0
*CC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC(C)O*)c2)CC1,-99.0,-99.0,4.9396,-99.0
*c1nc2cc(S(=O)(=O)c3ccc4oc(C5CCC(*)CC5)nc4c3)ccc2o1,-99.0,-99.0,4.8558,-99.0
*CCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O*,-99.0,-99.0,3.8434,-99.0
*CCOCCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O*,-99.0,-99.0,4.4951,-99.0
*c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn(*)c(=O)c7ccccc67)c6ccccc56)cc4)cc3)cc2)cc1,-99.0,-99.0,3.2201,-99.0
*Oc1ccc(Nc2ccc(N=Nc3ccc(Nc4ccc(*)cc4)cc3)cc2)cc1,-99.0,-99.0,2.8393,-99.0
*Oc1ccc(Nc2ccc(C(=O)c3ccc(C(=O)c4ccc(Nc5ccc(*)cc5)cc4)cc3)cc2)cc1,-99.0,-99.0,2.99,-99.0
*OC(=O)C1CCC(C(=O)OC2COC3C(*)COC23)CC1,-99.0,-99.0,6.4746,-99.0
*OC(=O)CCC(=O)OC1COC2C(*)COC12,-99.0,-99.0,6.1275,-99.0
*OC(=O)C=CC(=O)OC1COC2C(*)COC12,-99.0,-99.0,4.1943,-99.0
*c1ccc(-c2ccc(-c3sc(*)c4c3OCCO4)s2)s1,-99.0,-99.0,1.3916,-99.0
*Oc1ccc(NC(=O)NC2CC(C)(C)CC(C)(CNC(=O)Nc3ccc(*)cc3)C2)cc1,-99.0,-99.0,4.2227,-99.0
*Oc1ccc(NC(=O)c2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,-99.0,-99.0,3.5033,-99.0
*CCOCCOCCOC(=O)C1CCC(C(=O)O*)CC1,-99.0,-99.0,6.1079,-99.0
*c1sc(*)c2c1OCC(CCCCCCCCCCCC)O2,-99.0,-99.0,1.9291,-99.0
*Oc1ccc(C(C)(c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)C(F)(F)F)cc1,-99.0,-99.0,3.9149,-99.0
*Oc1ccc(C=Nc2ccc(N=Cc3ccc(*)cc3)cc2)cc1,-99.0,-99.0,2.8416,-99.0
*c1ccc2c(c1)SC1(CCC3(CC1)Nc1ccc(*)cc1S3)N2,-99.0,-99.0,3.8947,-99.0
*c1ccc(-c2csc(-c3nc(*)cs3)n2)cc1,-99.0,-99.0,3.3372,-99.0
*Cc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,-99.0,-99.0,3.8894,-99.0
*c1ccc(-c2ccc(-c3nc(-c4ccc(-c5csc(*)n5)cc4)cs3)cc2)cc1,-99.0,-99.0,2.9481,-99.0
*c1ccc(-c2csc(-c3cccc(-c4nc(*)cs4)n3)n2)cc1,-99.0,-99.0,3.3649,-99.0
*c1ccc(-c2nc(-c3ccc(-c4nc(*)sc4C(=O)O)cc3)c(C(=O)O)s2)cc1,-99.0,-99.0,3.4119,-99.0
*CCCCOC(=O)CCCCSCCCCC(=O)O*,-99.0,-99.0,5.4021,-99.0
*Cc1ccc(COC(=O)CCCCSCCCCC(=O)O*)cc1,-99.0,-99.0,4.7687,-99.0
*c1cc(C)c(*)s1,-99.0,-99.0,1.9299,-99.0
*C=Cc1cc(OC)c(C=Cc2ccc(*)s2)cc1OC,-99.0,-99.0,1.7107,-99.0
*c1cc(CC)c(*)s1,-99.0,-99.0,2.3523,-99.0
*c1cncc(-c2nc3ccc(-c4ccc5nc(*)sc5c4)cc3s2)c1,-99.0,-99.0,3.1882,-99.0
*C(=O)NNC(=O)c1ccc(C(=O)NNC(=O)c2ccc(*)nc2)s1,-99.0,-99.0,3.3177,-99.0
*c1ccc(-c2nc3ccc(-c4ccc5nc(*)sc5c4)cc3s2)cc1,-99.0,-99.0,3.0122,-99.0
*C1C=C(CCCCCC)C(*)S1,-99.0,-99.0,4.7988,-99.0
*C1C=C(C)C(*)S1,-99.0,-99.0,5.0392,-99.0
*c1cnc(*)s1,-99.0,-99.0,1.8999,-99.0
*c1cc2sc3cc(*)sc3c2s1,-99.0,-99.0,1.8464,-99.0
*c1cc2sc(*)cc2s1,-99.0,-99.0,1.8963,-99.0
*c1cc2cc(*)sc2s1,-99.0,-99.0,3.3358,-99.0
*c1cc(CCCCCCCCCCCC)c(*)s1,-99.0,-99.0,2.7478,-99.0
*c1cccc(-c2ccc(-c3ccc(*)s3)s2)c1,-99.0,-99.0,2.9634,-99.0
*c1csc(*)c1,-99.0,-99.0,3.5591,-99.0
*c1cc(CCCCCCCCCC)c(*)s1,-99.0,-99.0,2.6027,-99.0
*c1cc(CCCCCC)c(*)s1,-99.0,-99.0,2.5608,-99.0
*c1cc(CCCCCCCC)c(*)s1,-99.0,-99.0,2.5682,-99.0
*c1sc(-c2cc(CCCCCCCCCC)c(*)s2)cc1CCCCCCCCCC,-99.0,-99.0,1.5226,-99.0
*c1sc(-c2cc(CCCCCC)c(*)s2)cc1CCCCCC,-99.0,-99.0,1.6319,-99.0
*c1cc(-c2ccc(CCCCCCCC)cc2)c(*)s1,-99.0,-99.0,2.6682,-99.0
*c1ccc(-c2cc(CCCCCCCCCCC)c(*)s2)s1,-99.0,-99.0,1.5503,-99.0
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(*)n5CCCCCCCCCCCC)s4)s3)s2)s1,-99.0,-99.0,2.1419,-99.0
*C#Cc1cc(OCCCCCCCC)c(C#Cc2ccc(*)s2)cc1OCCCCCCCC,-99.0,-99.0,2.283,-99.0
*C#Cc1c(F)c(F)c(C#Cc2cc(CCCCCC)c(*)s2)c(F)c1F,-99.0,-99.0,2.8156,-99.0
*C#Cc1cc(CCCCCC)c(*)s1,-99.0,-99.0,1.5751,-99.0
*C#CC#Cc1ccc(-c2ccc(*)s2)s1,-99.0,-99.0,1.5899,-99.0
*C#CC#Cc1cc2sc(*)cc2s1,-99.0,-99.0,1.7355,-99.0
*c1cc2sc(*)c(C)c2s1,-99.0,-99.0,3.8179,-99.0
*c1cc(C(=O)OCCCCCC)c(*)s1,-99.0,-99.0,2.8903,-99.0
*c1nc2cc3sc(-c4cc(OCCCC)c(*)cc4OCCCC)nc3cc2s1,-99.0,-99.0,3.1607,-99.0
*c1cc(OCCCCCCCCCC)cc(-c2nc3cc4sc(*)nc4cc3s2)c1,-99.0,-99.0,3.4894,-99.0
*C#CC#Cc1ccc(*)s1,-99.0,-99.0,1.5604,-99.0
*c1nc(CCCCCC)c(-c2sc(*)nc2CCCCCC)s1,-99.0,-99.0,1.876,-99.0
*Oc1ccc(C(=O)Nc2ccc(SCCC(*)=O)cc2)cc1,-99.0,-99.0,3.9873,-99.0
*c1cc(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(*)s1,-99.0,-99.0,2.4769,-99.0
*c1cc(CCCC)c(*)s1,-99.0,-99.0,2.5394,-99.0
*C=Cc1ccc(-c2ccc(*)s2)s1,-99.0,-99.0,1.9942,-99.0
*c1ccc(-c2cc(CCCCCCCCCCCC)c(*)s2)s1,-99.0,-99.0,1.5458,-99.0
*c1cc(CCCc2ccccc2)c(*)s1,-99.0,-99.0,2.4481,-99.0
*c1sc(*)c(OC)c1OC,-99.0,-99.0,4.1637,-99.0
*c1sc(*)c(OCCCCCCC)c1C,-99.0,-99.0,2.9827,-99.0
*c1sc(*)c(OCCOCCCC)c1C,-99.0,-99.0,1.6261,-99.0
*c1cc(OCCCCCCC)c(*)s1,-99.0,-99.0,1.6057,-99.0
*c1cc(OCCOCCCC)c(*)s1,-99.0,-99.0,2.819,-99.0
*c1cc(OCCOCCOC)c(*)s1,-99.0,-99.0,1.6389,-99.0
*C=Cc1ccc(*)s1,-99.0,-99.0,2.7814,-99.0
*c1sc(*)c2ccccc12,-99.0,-99.0,1.8359,-99.0
*C1=CSC(=C2SC=C(c3ccc(*)cc3)S2)S1,-99.0,-99.0,2.2436,-99.0
*C#Cc1ccc(*)s1,-99.0,-99.0,1.6499,-99.0
*c1cc(CCCCCCCCCCCCCCC)c(*)s1,-99.0,-99.0,2.922,-99.0
*C=c1ccc(=c2ccc(=Cc3ccc(-c4ccc(*)s4)s3)s2)s1,-99.0,-99.0,0.8337,-99.0
*c1cc(SC)c(*)s1,-99.0,-99.0,1.5945,-99.0
*c1sc(*)c(C)c1C,-99.0,-99.0,3.3355,-99.0
*c1cc(CCCCC)c(*)s1,-99.0,-99.0,2.495,-99.0
*c1ccc(-c2ccc(-c3cc(CCCCCCCC)c(*)s3)s2)s1,-99.0,-99.0,2.4777,-99.0
*c1cc(OCCCC)c(*)s1,-99.0,-99.0,3.0691,-99.0
*c1sc(*)c(OCCCC)c1C,-99.0,-99.0,2.2732,-99.0
*c1sc(*)c(OCCCC)c1OC,-99.0,-99.0,3.2859,-99.0
*c1cc(CCCCCCCCCCCCCCCCCCCCCC)c(*)s1,-99.0,-99.0,2.9666,-99.0
*c1cc(CCCCCCCCC)c(*)s1,-99.0,-99.0,2.5759,-99.0
*C(c1ccccc1)=c1ccc(=c2ccc(=C(c3ccccc3)c3ccc(-c4ccc(*)s4)s3)s2)s1,-99.0,-99.0,1.4486,-99.0
*c1ccc(-c2ccc(-c3cc(SCCCC)c(*)s3)cc2)cc1,-99.0,-99.0,2.8499,-99.0
*c1ccc(-c2ccc(-c3cc(SCCCCCCCCCC)c(*)s3)cc2)cc1,-99.0,-99.0,3.0684,-99.0
*c1cc(C(F)(F)C(F)(F)C(F)(F)F)c(*)s1,-99.0,-99.0,2.8054,-99.0
*c1cc(CCS(=O)(=O)O)c(*)s1,-99.0,-99.0,2.5623,-99.0
*c1sc(-c2cc(OCCCCC)c(*)s2)cc1OCCCCC,-99.0,-99.0,1.2005,-99.0
*CCOC(=O)CCSCCC(=O)O*,-99.0,-99.0,5.4614,-99.0
*c1ccc2cc(-c3nc4cc5sc(*)nc5cc4s3)ccc2c1,-99.0,-99.0,3.27,-99.0
*C=CC=Cc1nc2cc3sc(*)nc3cc2s1,-99.0,-99.0,2.5254,-99.0
*Cc1nc2cc3sc(*)nc3cc2s1,-99.0,-99.0,3.8345,-99.0
*CCCc1nc2cc3sc(*)nc3cc2s1,-99.0,-99.0,4.1967,-99.0
*CCCCCc1nc2cc3sc(*)nc3cc2s1,-99.0,-99.0,4.2723,-99.0
*CCCCCCCCc1nc2cc3sc(*)nc3cc2s1,-99.0,-99.0,4.3173,-99.0
*CCCCCCCCCCCCc1nc2cc3sc(*)nc3cc2s1,-99.0,-99.0,4.2887,-99.0
*c1ccc(-c2ccc(-c3ccc(-c4nc5cc6sc(*)nc6cc5s4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,-99.0,-99.0,3.1992,-99.0
*c1ccc(N=Nc2ccc(-c3csc(-c4nc(*)cs4)n3)cc2)cc1,-99.0,-99.0,2.5523,-99.0
*c1ccc(Nc2cc(C)c(*)s2)cc1,-99.0,-99.0,3.2402,-99.0
*C=NN=Cc1cc(CCCCCCCCCCCC)c(*)s1,-99.0,-99.0,1.846,-99.0
*c1ccc(-c2sc(-c3cc(CCCC)c(*)s3)cc2CCCC)cc1,-99.0,-99.0,2.5595,-99.0
*c1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,-99.0,-99.0,1.937,-99.0
*c1cc(CCCCCCCCCC2COC(C)(C)O2)c(*)s1,-99.0,-99.0,2.9938,-99.0
*c1cc(CCCCCCCCCC(O)CO)c(*)s1,-99.0,-99.0,2.497,-99.0
*c1cc(CCCCCCCCCC2COC(=O)O2)c(*)s1,-99.0,-99.0,2.5293,-99.0
*c1cc(CCCCCCCCCC2COC(c3ccccc3)O2)c(*)s1,-99.0,-99.0,3.048,-99.0
*c1cc(CCCCBr)c(*)s1,-99.0,-99.0,2.5458,-99.0
*c1cc(CCCCCCBr)c(*)s1,-99.0,-99.0,2.553,-99.0
*c1cc(CCCCCCCCCCBr)c(*)s1,-99.0,-99.0,2.4923,-99.0
*c1cc(CCCS(=O)(=O)O)c(*)s1,-99.0,-99.0,3.3298,-99.0
*C=Cc1cc(CCCCCC)c(-c2sc(*)cc2CCCCCC)s1,-99.0,-99.0,1.7165,-99.0
*c1ccc(-c2ccc(-c3ccc(*)s3)s2)cn1,-99.0,-99.0,2.3342,-99.0
*C(c1cccs1)=c1ccc(=c2ccc(=C(c3cccs3)c3ccc(-c4ccc(*)s4)s3)s2)s1,-99.0,-99.0,1.0381,-99.0
*c1ccc(Sc2ccc(-c3nn(-c4ccc(S(=O)(=O)c5ccc(-n6nc(*)c7ccccc7c6=O)cc5)cc4)c(=O)c4ccccc34)cc2)cc1,-99.0,-99.0,3.5491,-99.0
*c1sc(*)c2nc(C)c(C)nc12,-99.0,-99.0,2.7771,-99.0
*c1sc(*)c2nc(-c3ccccc3)c(C)nc12,-99.0,-99.0,2.498,-99.0
*c1sc(*)c2nc(CC)c(CC)nc12,-99.0,-99.0,2.6114,-99.0
*c1sc(*)c2nc(-c3ccccc3)c(CC)nc12,-99.0,-99.0,2.7967,-99.0
*c1cc2c(s1)-c1sc(*)cc1C2=C(C#N)C#N,-99.0,-99.0,0.6839,-99.0
*C=Cc1ccc(*)c2sccc12,-99.0,-99.0,2.1967,-99.0
*c1ccc(-c2ccc(-c3ccc(*)n3C)s2)s1,-99.0,-99.0,2.5449,-99.0
*c1ccc(-c2ccc(-c3cc(OCCCCCCCCCCCC)c(*)s3)s2)s1,-99.0,-99.0,1.9946,-99.0
*c1cc(-c2cc(CCCCCCCC)ccc2CCCCCCCC)c(*)s1,-99.0,-99.0,1.6967,-99.0
*C=Cc1csc(-c2cc(*)cs2)c1,-99.0,-99.0,3.0335,-99.0
*C(C)=C(C)c1ccc(-c2ccc(*)s2)s1,-99.0,-99.0,2.1828,-99.0
*C=CC(C)=C(C)C=Cc1ccc(-c2ccc(*)s2)s1,-99.0,-99.0,1.5733,-99.0
*c1cc(OCCOC)c(*)s1,-99.0,-99.0,1.6015,-99.0
*c1sc(-c2cc(SCC(C)CC)c(*)s2)cc1SCC(C)CC,-99.0,-99.0,1.6105,-99.0
*c1ccc(-c2ccc(-c3ccc(*)s3)s2)[nH]1,-99.0,-99.0,2.182,-99.0
*Sc1ccc(Nc2ccc(Nc3ccc(Nc4ccc(*)cc4)cc3)cc2)cc1,-99.0,-99.0,3.2757,-99.0
*c1cc(CC(=O)O)c(*)s1,-99.0,-99.0,2.6702,-99.0
*N=Cc1ccc(C=Nc2sc(*)c(C#N)c2C#N)cc1,-99.0,-99.0,1.5066,-99.0
*c1ccc(-c2sc(-c3cc(SCCCC)c(*)s3)cc2SCCCC)cc1,-99.0,-99.0,2.4731,-99.0
*c1ccc(-c2sc(-c3cc(SCCCCCCCC)c(*)s3)cc2SCCCCCCCC)cc1,-99.0,-99.0,2.4336,-99.0
*c1ccc(-c2cc(-c3ccc(CCCCCCCC)cc3)c(*)s2)s1,-99.0,-99.0,1.5651,-99.0
*c1cc(COCCOCCOC)c(-c2cc(CCCCCCCCCCCC)c(*)s2)s1,-99.0,-99.0,1.7176,-99.0
*c1cc2c(s1)-c1sc(*)cc1C2=C1c2ccsc2-c2sccc21,-99.0,-99.0,1.3371,-99.0
*c1cc(SCCCCCC)c(*)s1,-99.0,-99.0,1.6201,-99.0
*c1cc(SCCCCCCCCCCCC)c(*)s1,-99.0,-99.0,1.5021,-99.0
*c1sc(*)c2sc(CCCCCCCCC)nc12,-99.0,-99.0,3.6098,-99.0
*c1cc2c(s1)-c1sc(*)cc1C2=O,-99.0,-99.0,1.4351,-99.0
*c1sc(*)c(OCCCCCC)c1C,-99.0,-99.0,3.4475,-99.0
*c1sc(*)c(OCCCCCCCCCCCCCCCC)c1C,-99.0,-99.0,3.676,-99.0
*c1sc(*)c(CCCCCCN(CC)c2ccccc2)c1CCCCCC,-99.0,-99.0,1.59,-99.0
*c1cc(CCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)c(*)s1,-99.0,-99.0,2.0292,-99.0
*c1cc(CC(=O)OCCCCCCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)c(*)s1,-99.0,-99.0,2.6018,-99.0
*c1cc(-c2ccccc2)c(*)s1,-99.0,-99.0,2.7439,-99.0
*c1cc2c(s1)-c1sc(*)cc1C2(CCCCCCCC)CCCCCCCC,-99.0,-99.0,3.2588,-99.0
*c1ccc(-c2ccc(-c3cc(*)c4cccccc3-4)s2)s1,-99.0,-99.0,2.0762,-99.0
*c1cc(-c2sc(-c3cc(CCCC)c(*)s3)cc2CCCC)c2cccccc1-2,-99.0,-99.0,1.9772,-99.0
*c1cc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)F)c(*)s1,-99.0,-99.0,2.8607,-99.0
*c1ccc(-c2ccc(-c3sc(-c4cc(C(=O)CCCCCCCCCCCC)c(*)s4)cc3C(=O)OCCCCCCCCCCCC)s2)s1,-99.0,-99.0,2.2457,-99.0
*c1ccc(-c2cc(C(=O)OCCCCCCCCCCCC)c(*)s2)s1,-99.0,-99.0,2.5061,-99.0
*c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3ccc(*)s3)cc2)cc1,-99.0,-99.0,2.8955,-99.0
*C=Cc1cc(CCCCCC)c(*)s1,-99.0,-99.0,3.5808,-99.0
*c1cc(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c(*)s1,-99.0,-99.0,2.6611,-99.0
*c1cc(COCCCCCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c(*)s1,-99.0,-99.0,2.5163,-99.0
*c1cc(-c2ccc(F)cc2)c(*)s1,-99.0,-99.0,2.6765,-99.0
*NCc1cc(C(=O)O)cc(CNc2nc(-c3csc(*)n3)cs2)c1N,-99.0,-99.0,3.7145,-99.0
*c1cc(CC(=O)Cl)c(*)s1,-99.0,-99.0,2.8053,-99.0
*c1cc(COCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c(*)s1,-99.0,-99.0,2.4332,-99.0
*c1cc(COCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c(*)s1,-99.0,-99.0,2.9654,-99.0
*c1cc(CCCCCCOC(=O)COc2ccccc2)c(*)s1,-99.0,-99.0,2.6531,-99.0
*c1ccc(-c2cc(CCCCCCBr)c(*)s2)s1,-99.0,-99.0,1.9133,-99.0
*c1ccc(-c2cc(CCCCCCOC(=O)COc3ccccc3)c(*)s2)s1,-99.0,-99.0,1.9751,-99.0
*c1cc(-c2ccc(OC)cc2)c(*)s1,-99.0,-99.0,2.6389,-99.0
*c1cc(-c2ccc(OCCCC)cc2)c(*)s1,-99.0,-99.0,2.6658,-99.0
*c1cc(-c2ccc(OCCCCCC)cc2)c(*)s1,-99.0,-99.0,2.6448,-99.0
*c1cc(-c2ccc(OCCCCCCCC)cc2)c(*)s1,-99.0,-99.0,2.6404,-99.0
*c1ccc(-c2ccc(-c3ccc(*)n3-c3c(F)c(F)c(F)c(F)c3F)s2)s1,-99.0,-99.0,2.5698,-99.0
*C=CC(C)=CC=CC=C(C)C=Cc1nc(-c2csc(*)n2)cs1,-99.0,-99.0,2.6128,-99.0
*N=CC(C)=CC=CC=C(C)C=Nc1nc(-c2csc(*)n2)cs1,-99.0,-99.0,1.6324,-99.0
*c1ccc(-c2cc(CCCCCCCCCF)c(*)s2)s1,-99.0,-99.0,1.9235,-99.0
*c1cc(CCN(CC)c2ccc(N=Nc3ccc(C=C(C#N)C#N)cc3)cc2)c(*)s1,-99.0,-99.0,1.3795,-99.0
