CSMILES,PCE_ave
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)sc4cc(C)ccc45)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1$0.12$-0.47$3.32,5.3
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(C)s5)s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1$-1.11$-1.39$3.95,7.1
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5sc(-c6ccc(-c7ccc(C)s7)s6)c6c5C(=O)N(C(CCCCCCCC)CCCCCCCC)C6=O)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1C$2.03$-1.44$0.34,5.1
CCCCCCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCCCCCC)c(-c4cc5c(s4)-c4sc(C)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)c3c2C(=O)C(F)(F)C3=O)sc1C$-0.15$-1.34$-0.49,0.77
CCCCCCC1(CCCCCC)C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c2C1=O$0.3$-0.17$-0.55,1.44
CCCCCCC(CCCCCC)=C1C(=O)c2c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c2C1=O$-0.29$-0.71$-0.57,1.36
CCCCCCC1(CCCCCC)C(=O)c2c(C)sc(-c3ccc(-c4cc5c(s4)-c4sc(-c6ccc(C)s6)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)c2C1=O$-0.79$0.07$-0.48,5.17
CCCCCCC(CCCCCC)=C1C(=O)c2c(C)sc(-c3ccc(-c4cc5c(s4)-c4sc(-c6ccc(C)s6)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)c2C1=O$-1.42$-0.76$-0.5,3.79
CCCCCCc1sc(CCCCCC)c2c1C(=O)c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)c1C2=O$-0.56$0.02$-0.45,2.7
CCCCCCc1cc2c(cc1CCCCCC)C(=O)c1c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c1C2=O$-0.47$0.7$-0.33,0.45
CCCCCCc1sc(CCCCCC)c2c1C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O$-0.06$0.99$-0.17,0.73
CCCCc1cc2c(cc1CCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)sc(C)c1C2=O$-0.02$-0.42$-0.05,4.28
CCCCC(CC)Cc1cc2c(cc1CC(CC)CCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)sc(C)c1C2=O$-0.29$-0.47$0.01,5.15
CCCCCCCCc1cc2c(cc1CCCCCCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)sc(C)c1C2=O$-0.29$-0.37$0.02,2.35
CCCCCCc1cc2c(cc1CCCCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)C[C@@H](CC)CCCC)sc(C)c1C2=O$-0.38$-0.47$-0.12,7.85
CCCCCCC(CCCC)Cn1c(=O)c2cc(C)sc2c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)cc2c1=O$0.35$1.04$-0.13,4.39
CCCCCCCCCCCCOc1c2cc(-c3cc4c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c5cc(C)sc5c4s3)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12$0.26$1.04$0.07,5.5
CCCCCCCCCCCCc1cc(C)sc1-c1nc2sc(-c3sc(-c4ccc5c(c4)N(CC(CCCCCC)CCCCCCCC)C(=O)/C5=C4/C(=O)N(CC(CCCCCC)CCCCCCCC)c5cc(C)sc54)cc3CCCCCCCCCCCC)nc2s1$0.08$-1.49$-0.42,0.6
CCCCCCCCCCCCc1cc(-c2cc3c(s2)/C(=C2\C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(-c5cc(CCCCCCCCCCCC)c(-c6cc(CCCCCCCCCCCC)c(-c7nc8sc(-c9sc(C)cc9CCCCCCCCCCCC)nc8s7)s6)s5)ccc42)C(=O)N3CC(CCCCCC)CCCCCCCC)sc1C$0.44$-1.3$0.27,3.4
CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5ccc6c(c5)N(CC(CCCCCC)CCCCCCCC)C(=O)/C6=C5/C(=O)N(CC(CCCCCC)CCCCCCCC)c6cc(C)sc65)cc4CCCCCCCCCCCC)nc3cc2s1$0.76$-0.95$0.37,3.29
CCCCCCCCCCCCc1cc(-c2cc3c(s2)/C(=C2\C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(-c5cc(CCCCCCCCCCCC)c(-c6cc(CCCCCCCCCCCC)c(-c7nc8cc9sc(-c%10sc(C)cc%10CCCCCCCCCCCC)nc9cc8s7)s6)s5)ccc42)C(=O)N3CC(CCCCCC)CCCCCCCC)sc1C$0.35$-1.1$1.01,4.18
CCCCC(CC)COc1c2cc(-c3cc4c(s3)/C(=C3\C(=O)N(CC(CC)CCCC)c5cc(C)sc53)C(=O)N4CC(CC)CCCC)sc2c(OCC(CC)CCCC)c2cc(C)sc12$-1.97$-3.0$-0.01,0.51
CCCCC(CC)CN1C(=O)/C(=C2/C(=O)N(CC(CC)CCCC)c3cc(-c4cc5c(s4)-c4sc(C)cc4C5(CC(CC)CCCC)CC(CC)CCCC)sc32)c2sc(C)cc21$-2.42$-3.49$-0.54,0.27
CCCCCCCCC1(CCCCCCCC)c2cc(C)ccc2-c2ccc(-c3cc4c(s3)/C(=C3\C(=O)N(CC(CC)CCCC)c5cc(C)sc53)C(=O)N4CC(CC)CCCC)cc21$0.3$-0.56$-0.47,1.3
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(C)cc6CCCCCC)s5)s4)ccc32)c2ccc(C)cc21$1.12$-0.71$0.84,5.1
CCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCC)s1$1.12$-0.71$0.4,5.2
CCCCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCCCC)s1$1.21$-0.81$0.26,4.1
CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCCCCCC)s1$0.98$-0.66$0.25,4.0
CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCCCCCC)s1$0.98$-0.66$0.09,4.0
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CC(CC)CCCC)c(-c5ccc(-c6sc(C)cc6CC(CC)CCCC)s5)s4)ccc32)c2ccc(C)cc21$2.16$-0.56$0.26,0.3
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c(=O)c2c3cc(-c4ccc(C)s4)sc3c3c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c4c5cc(C)sc5c(c1=O)c2c43$2.12$-1.54$-0.46,1.2
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c(=O)c2c3cc(-c4cc5sc(C)cc5s4)sc3c3c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c4c5cc(C)sc5c(c1=O)c2c43$1.66$-2.03$-0.29,2.0
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c(=O)c2c3cc(-c4cc5sc6cc(C)sc6c5s4)sc3c3c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c4c5cc(C)sc5c(c1=O)c2c43$1.21$-2.03$-0.15,3.2
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c(=O)c2c3cc(-c4ccc(-c5ccc(C)s5)s4)sc3c3c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c4c5cc(C)sc5c(c1=O)c2c43$1.21$-2.03$0.0,2.6
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F$-0.15$-0.66$0.3,7.35
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(OCC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(OCC(CC)CCCC)s5)c4s3)sc(C)c2c1F$-0.7$-0.91$0.21,7.01
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(SCC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(SCC(CC)CCCC)s5)c4s3)sc(C)c2c1F$0.35$-0.71$0.59,8.35
CCCCCCCCSc1ccc(-c2c3cc(-c4sc(C)c5c(F)c(C(=O)OCC(CC)CCCC)sc45)sc3c(-c3ccc(SCCCCCCCC)s3)c3cc(C)sc23)s1$-0.02$-1.0$-0.18,9.19
CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2ccc(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(C)s4)s3)c3nsnc23)sc1-c1ccc(C)s1$-1.2$-0.32$0.17,2.6
CCCCCCCCCCCCc1cc2c(cc(CCCCCCCCCCCC)c3cc(-c4sc(-c5cc6c(cc(-c7cc(CC(CCCCCC)CCCCCCCC)c(C)s7)c7nsnc76)c6nsnc56)cc4CC(CCCCCC)CCCCCCCC)sc32)c2sc(C)cc12$-0.51$-0.17$-0.01,8.0
CCCCCCCCCCCCc1cc2c(cc(CCCCCCCCCCCC)c3cc(-c4sc(-c5cc6c(cc(-c7cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(C)s7)c7nsnc76)c6nsnc56)cc4CC(CCCCCCCCCC)CCCCCCCCCCCC)sc32)c2sc(C)cc12$-0.51$-0.13$0.35,4.0
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5cc6ccc7c(ccc8cc(C)sc87)c6s5)s4)c4nsnc43)c3nsnc23)sc1C$-0.38$-0.37$1.58,5.2
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2ccc(-c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4cc5ccc6c(ccc7cc(C)sc76)c5s4)s3)c3nsnc23)sc1C$-0.83$-0.08$-0.25,3.8
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5cc6ccc7c(ccc8cc(C)sc87)c6s5)s4)c4nsnc43)c3nsnc23)sc1C$-0.38$-0.56$1.58,4.9
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5cc(F)c(-c6sc(C)cc6F)s5)s4)c4nsnc43)c3nsnc23)sc1C$0.21$-0.56$10.26,10.1
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5sc(-c6sc(C)c(F)c6F)c(F)c5F)s4)c4nsnc43)c3nsnc23)sc1C$0.71$-0.47$-0.4,5.9
CCCCCCCCCCc1cc(-c2c3cc(-c4sc(-c5ccc(-c6cc(CCCCCC)c(C)s6)c6nsnc56)cc4CCCCCC)sc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCCCC$-0.33$0.07$0.29,2.11
CCCCCCCCCCc1cc(-c2c3cc(-c4sc(-c5cc6c(cc(-c7cc(CCCCCC)c(C)s7)c7nsnc76)c6nsnc56)cc4CCCCCC)sc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCCCC$-0.65$-0.66$-0.22,6.0
CCCCCCC(CCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc(CC(CC)CCCC)c(-c6nc7sc(-c8sc(C)cc8CC(CC)CCCC)nc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C$0.35$-0.66$-0.18,8.7
CCCCCCCCC(CCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CC)CCCC)c(-c6nc7sc(-c8sc(C)cc8CC(CC)CCCC)nc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C$0.3$-0.66$0.01,8.5
CCCCCCC(CCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc(CC(CCCC)CCCCCC)c(-c6nc7sc(-c8sc(C)cc8CC(CCCC)CCCCCC)nc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C$0.3$-0.71$0.17,8.5
CCCCCCCCC(CCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CCCC)CCCCCC)c(-c6nc7sc(-c8sc(C)cc8CC(CCCC)CCCCCC)nc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C$0.35$-0.71$-0.22,4.8
CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2cc3c(cc(-c4ccc(-c5sc(-c6ccc7c(c6)C(CCCCCCCC)(CCCCCCCC)c6cc(C)ccc6-7)cc5CCCCCCCCCCCC)s4)c4nsnc43)c3nsnc23)s1$0.62$-0.17$-0.15,6.51
CCCCCCCCCCCC/C(CC(CCCCCC)CCCCCCCC)=C1\c2cc(C)ccc2-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4ccc(-c5cc6c(cc(-c7ccc(-c8sc(C)cc8CCCCCCCCCCCC)s7)c7nsnc76)c6nsnc56)s4)s3)cc21$0.3$-0.81$-0.22,3.64
CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2cc3c(cc(-c4ccc(-c5sc(-c6ccc7c8ccc(C)cc8n(C(CCCCCCCC)CCCCCCCC)c7c6)cc5CCCCCCCCCCCC)s4)c4nsnc43)c3nsnc23)s1$0.08$-0.42$-0.04,4.85
CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2cc3c(cc(-c4ccc(-c5sc(-c6cc7c(-c8cc(CCCCCCCCCC)c(CCCCCCCCCC)s8)c8sc(C)cc8c(-c8cc(CCCCCCCCCC)c(CCCCCCCCCC)s8)c7s6)cc5CCCCCCCCCCCC)s4)c4nsnc43)c3nsnc23)s1$-0.65$-1.0$-0.15,5.0
CCCCC(CC)COc1cccc(-c2c3cc(-c4sc(-c5cc6c(cc(-c7cc(CC(CC)CCCC)c(C)s7)c7nsnc76)c6nsnc56)cc4CC(CC)CCCC)sc3c(-c3cccc(OCC(CC)CCCC)c3)c3cc(C)sc23)c1$0.26$-0.37$-0.41,2.78
CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCCCC)cc2)(c2ccc(CCCCCCCC)cc2)c2cc(-c3sc(-c5cc6c(cc(-c7cc(C[C@H](CC)CCCC)c(C)s7)c7nsnc76)c6nsnc56)cc3C[C@@H](CC)CCCC)sc2-4)cc1$0.67$-0.13$-0.34,1.34
CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)c3cc4c(cc3-c3sc(C)cc32)C(c2ccc(CCCCCCCC)cc2)(c2ccc(CCCCCCCC)cc2)c2cc(-c3sc(-c5cc6c(cc(-c7cc(CCCCCC)c(C)s7)c7nsnc76)c6nsnc56)cc3CCCCCC)sc2-4)cc1$0.67$-0.32$-0.39,2.52
CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2cc3c(cc(-c4ccc(-c5sc(-c6cc7c(s6)-c6cc8c(cc6C7(c6ccc(CCCCCCCC)cc6)c6ccc(CCCCCCCC)cc6)-c6sc(C)cc6C8(c6ccc(CCCCCCCC)cc6)c6ccc(CCCCCCCC)cc6)cc5CCCCCCCCCCCC)s4)c4nsnc43)c3nsnc23)s1$0.85$-0.37$-0.33,4.88
CCCCCCCCCCC(CCCCCCCC)Cc1cc(C)sc1-c1cc2sc(-c3sc(-c4cc5c(cc(C)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCC)CCCCCCCCCC)cc2s1$-0.2$-1.54$0.21,10.18
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(C)sc1-c1cc2sc(-c3sc(-c4cc5c(cc(C)c6nsnc65)c5nsnc45)cc3CC(CCCCCCCCCC)CCCCCCCCCCCC)cc2s1$-0.2$-1.54$0.54,2.93
CCCCCCCCCCCCc1cc2cc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCC)CCCCCCCC)c(C)s6)c6nsnc65)c5nsnc45)cc3C[C@H](CCCCCC)CCCCCCCC)sc2c2c(CCCCCCCCCCCC)cc3cc(C)sc3c12$0.3$-0.66$-0.03,8.01
CCCCCCCCCCCCc1cc2sc(-c3sc(-c4cc5c(cc(-c6cc(CC(CCCCCC)CCCCCCCC)c(C)s6)c6nsnc65)c5nsnc45)cc3C[C@H](CCCCCC)CCCCCCCC)cc2c2c(CCCCCCCCCCCC)cc3sc(C)cc3c12$0.57$-0.32$-0.21,3.6
CCCCCCCCc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc4c(cc(C)c5nsnc54)c4nsnc34)cc2)cc1$0.98$0.41$-0.53,2.15
CCCCCCCCc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc4c5ccccc5c(C)cc4c4ccccc34)cc2)cc1$0.3$1.53$-0.59,1.52
CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2ncc(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5c6cc(C(CCCCCCCC)CCCCCCCC)sc6c6cc(C)sc6c5s4)s3)c3nsnc23)sc1C$1.21$0.17$-0.53,0.35
CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5c6cc(C(CCCCCCCC)CCCCCCCC)sc6c6cc(C)sc6c5s4)s3)c3nsnc23)sc1C$0.85$0.31$-0.47,1.01
CCCCCCCCCCCCc1cc(C)sc1-c1cc2c3sc(C(CCCCCCCC)CCCCCCCC)cc3c3cc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)cc4CCCCCCCCCCCC)sc3c2s1$0.35$-0.17$-0.2,2.73
CCCCCCC(CCCC)COC(=O)c1cc(-c2cc(C(=O)OCC(CCCC)CCCCCC)c(-c3ccc(C)s3)s2)sc1-c1ccc(C)s1$-1.97$0.9$-0.36,7.0
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC(CC)CCCC)s9)c9sc(C)cc9c(-c9ccc(CC(CC)CCCC)s9)c8s7)c7c(F)c(C(=O)OCC(CC)CCCC)sc67)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F$-0.61$-0.52$-0.01,6.96
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(SCC(CC)CCCC)s9)c9sc(C)cc9c(-c9ccc(SCC(CC)CCCC)s9)c8s7)c7c(F)c(C(=O)OCC(CC)CCCC)sc67)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F$-0.51$-0.66$0.09,10.19
CCCCCCCCc1cc(C)sc1-c1ccc(-c2sc(-c3ccc4c(c3)N(CC(CCCCCC)CCCCCCCC)C(=O)/C4=C3/C(=O)N(CC(CCCCCC)CCCCCCCC)c4cc(C)ccc43)cc2CCCCCCCC)s1$2.21$-1.05$0.87,6.3
CCCCC(CC)COc1c2cc(C)sc2c(OCC(CC)CCCC)c2cc(C)sc12$-0.11$2.41$-0.41,1.56
CCCCC(CC)COc1c2cc(-c3cc4c(SCC(CC)CCCC)c5sc(C)cc5c(SCC(CC)CCCC)c4s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12$0.12$1.53$-0.45,1.73
CCCCC(CC)CSc1c2cc(C)sc2c(SCC(CC)CCCC)c2cc(C)sc12$0.35$1.73$-0.21,4.0
CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1$0.48$2.02$-0.29,6.12
CCCCCCCCC(CCCCCC)Cc1cc(C)sc1-c1ccc(-c2ccc(C)s2)s1$-0.15$0.9$-0.51,3.4
CCCCC(CC)COC(=O)c1cc(C)sc1-c1ccc(C)s1$-0.83$0.99$-0.6,1.69
CCCCC(CC)COC(=O)c1cc(C)sc1-c1ccc(-c2ccc(C)s2)s1$-1.01$0.85$-0.61,2.14
CCCCCCCCC(CCCCCC)COC(=O)c1cc(C)sc1-c1ccc(-c2ccc(C)s2)s1$-1.06$0.95$0.17,3.25
CCCCCCSc1cc(C)sc1C$-1.97$0.51$-0.44,0.34
CCCCCCc1cc(C)sc1-c1ccc(-c2sc(C)cc2CCCCCC)s1$-1.42$0.56$-0.06,0.5
CCCCCCc1cc(C)sc1-c1ccc(-c2sc(C)cc2CCCCCC)s1$-0.38$0.9$-0.34,0.6
CCCCCCCCCCOc1c(C)ccc2c(OCCCCCCCCCC)c(-c3ccc(/C=C/c4ccc(C)s4)s3)ccc12$-0.97$2.46$-0.57,3.2
CCCCCCCCCCOc1c(C)ccc2c(OCCCCCCCCCC)c(-c3ccc(/C=C(\C#N)c4ccc(C)s4)s3)ccc12$0.12$1.48$-0.18,3.4
CCCCCCCCc1ccc(-c2cc(C)sc2C)cc1$0.03$0.22$-0.52,1.71
CCCCCCCCc1ccc(-c2cc(C)sc2-c2ccc(-c3ccc(C)s3)s2)cc1$0.44$1.04$-0.51,1.73
CCCCCCCCc1ccc(-c2cc(C)sc2-c2ccc(-c3ccc(-c4ccc(C)s4)s3)s2)cc1$0.71$1.24$-0.58,3.44
CCCCC(CC)COc1c2cc(-c3ccc(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12$-0.51$1.43$-0.52,2.85
CCCCC(CC)COc1c2cc(-c3cc(/C=C/c4cccs4)c(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12$-0.51$1.19$0.43,3.44
CCCCC(CC)COc1c2cc(-c3cc(/C=C(\C#N)c4cccs4)c(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12$0.17$0.9$-0.48,4.49
CCCCC(CC)COc1c2cc(-c3cc(C(=O)OC)c(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12$0.44$1.73$0.01,4.52
CCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCC)c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)s2)sc1C$0.17$1.87$-0.44,2.01
CCCCCCCCCCCCc1c(C)sc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c(CCCCCCCCCCCC)c2C#N)c1C#N$1.12$1.19$-0.36,0.52
CCCCCCCCCCCCOc1c(C)sc(-c2sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c(OCCCCCCCCCCCC)c2C#N)c1C#N$0.76$0.12$-0.17,4.9
CCCCC(CC)COc1c2cc(-c3sc(C)c(F)c3F)sc2c(OCC(CC)CCCC)c2cc(C)sc12$-1.29$1.87$-0.46,6.8
CCCCC(CC)COc1c2cc(-c3ccc(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12$-0.06$1.87$-0.41,2.8
CCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCC)c(-c3sc(C)c4c3C(=O)N(CC(CC)CCCC)C4=O)s2)sc1C$1.03$0.51$-0.55,4.7
CCCCCCCCc1c(-c2ccc(C)s2)sc2c(CCCCCCCC)c(-c3ccc(-c4sc(C)c5c4C(=O)N(CC(CCCCCC)CCCCCCCC)C5=O)s3)sc12$0.94$0.6$-0.57,5.1
CCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCC)c(-c3sc(C)c4c3C(=O)N(C(CCCCCCCC)CCCCCCCC)C4=O)s2)sc1C$1.48$0.41$0.09,1.9
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)sc1C$1.48$0.41$0.04,5.53
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)sc1C$1.48$0.46$0.14,4.84
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(C)c5c4C(=O)N(CCCCCCCC)C5=O)s3)s2)sc1C$1.03$0.75$-0.27,2.92
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(C)c5c4C(=O)N(COCCOC)C5=O)s3)s2)sc1C$-0.11$0.41$-0.5,1.99
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4[se]c(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)sc1C$1.07$0.36$-0.06,5.01
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4oc(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)s2)sc1C$1.44$1.04$-0.25,0.43
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4oc(C)c5c4C(=O)N(CCCCCCCC)C5=O)s3)s2)sc1C$0.94$0.75$-0.14,3.26
CCCCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4sc(C)c5c4C(=O)N(C(CCCCCCCC)CCCCCCCC)C5=O)s3)[se]2)sc1C$0.71$0.31$-0.14,4.28
